setup_id,A,B,C,D,E,mean
S11,0.962428645267113,0.9172310216611652,0.8988734450748499,0.939326501019082,0.936962749726141,0.9309644725496703
S12,0.9577882257577659,0.9025619076963338,0.9051131662633564,0.9608564749454022,0.94320521167194,0.9339049972669597
S13,0.9608949001056898,0.9189549149280172,0.8975007365757428,0.9425141321928912,0.9383501367455767,0.9316429641095836
S15,0.9552780189747399,0.8997562989405159,0.9041205636407931,0.9465843839560625,0.9430871855597708,0.9297652902143764
