setup_id,A,B,C,D,E,mean
S11,0.9151636009500888,0.8433692437382622,0.7383720828696727,0.840838520694858,0.8718562825620658,0.8419199461629896
S12,0.9123351731857887,0.804989369006984,0.7622052029641254,0.8653062779458425,0.8753742162944619,0.8440420478794406
S13,0.9029177937156035,0.8383351055074753,0.7455850188604038,0.8569133174228277,0.8634300666964301,0.8414362604405481
S15,0.8693032317206754,0.806735655449892,0.7892389263242132,0.8494788016997404,0.8466855664082626,0.8322884363205567
